regcode,sepa,name,name_before_quotes,name_in_quotes,name_after_quotes,without_quotes,regtype,regtype_text,type,type_text,registered,terminated,closed,address,index,addressid,region,city,atvk,reregistration_term,,,,,,,,,,,,,,,,,,,,,,,,,
40203431333,LV14ZZZ40203431333,SIA 1Pavars,SIA,1Pavars,,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,04/10/2022,, ,Saldus nov.,,,,,,,,,,,,, Ezeres pag., Ezere," Krasta iela 24 - 7;3891;119289332;100016663;0;"""";",,,,,,,,,,,,,,,,
40002092298,LV31ZZZ40002092298,"IK ""VALRI""",IK,VALRI,,0,K,Komercreģistrs,IK,Individuālais komersants,01/10/2002,, ,Rīga,,,,,,,,,,,,, Salnas iela 5 - 112,1021,113470507,0,100003003,10000,,,,,,,,,,,,,
41502029923,,"IK ""Creative studio""",IK,Creative studio,,0,K,Komercreģistrs,IK,Individuālais komersants,16/01/2009,12/07/2012,L,Daugavpils,,,,,,,,,,,,, Piekrastes iela 35-6,5421,116631603,0,100003011,50000,,,,,,,,,,,,,
41502030246,,"IK ""KOBRA""",IK,KOBRA,,0,K,Komercreģistrs,IK,Individuālais komersants,20/03/2009,21/03/2012,L,Daugavpils,,,,,,,,,,,,, 18. novembra iela 24-8,5401,116174987,0,100003011,50000,,,,,,,,,,,,,
41502030373,,"IK ""SIMBIOZ 44""",IK,SIMBIOZ 44,,0,K,Komercreģistrs,IK,Individuālais komersants,17/04/2009,23/10/2012,L,Krāslavas nov.,,,,,,,,,,,,, Krāslava, Tirgus iela 2-7,5601,110312888,100015315,100003261,600201,,,,,,,,,,,,
41502030725,,"IK ""Dikris""",IK,Dikris,,0,K,Komercreģistrs,IK,Individuālais komersants,16/07/2009,22/06/2012,L,Daugavpils,,,,,,,,,,,,, Jātnieku iela 81-27,5410,116201857,0,100003011,50000,,,,,,,,,,,,,
40203402211,LV26ZZZ40203402211,SIA I Eco Energy,SIA,I Eco Energy,,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,24/05/2022,, ,Ādažu nov.,,,,,,,,,,,,, Ādaži," Ūbeļu iela 3 - 1;2164;117717041;100016501;100003823;"""";",,,,,,,,,,,,,,,,,
41203002946,LV41ZZZ41203002946,"SIA ""BARKA""",SIA,BARKA,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,21/01/1993,14/01/2019,L,Ventspils,,,,,,,,,,,,, Kuldīgas iela 141,3601,102370560,0,100003060,270000,,,,,,,,,,,,,
40103552039,LV11ZZZ40103552039,"Sabiedrība ar ierobežotu atbildību ""LOTE G""",Sabiedrība ar ierobežotu atbildību,LOTE G,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,04/06/2012,, ,Rīga,,,,,,,,,,,,, Ilūkstes iela 42 - 87,1082,111581624,0,100003003,10000,,,,,,,,,,,,,
40103300139,LV59ZZZ40103300139,"SIA ""BūvKORE""",SIA,BūvKORE,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,14/06/2010,, ,Jelgavas nov.,,,,,,,,,,,,, Jaunsvirlaukas pag.," """"Hansas"""""";3001;105684626;100015895;0;0540256;",,,,,,,,,,,,,,,,,
40002175246,LV68ZZZ40002175246,IK Panākumu Platforma,IK,Panākumu Platforma,,1,K,Komercreģistrs,IK,Individuālais komersants,04/09/2015,, ,Rīga,,,,,,,,,,,,, Patversmes iela 30 k-2 - 19,1005,113156765,0,100003003,10000,,,,,,,,,,,,,
40002175250,LV57ZZZ40002175250,AlfaTours.lv IK,,AlfaTours.lv,IK,1,K,Komercreģistrs,IK,Individuālais komersants,04/09/2015,, ,Tukuma nov.,,,,,,,,,,,,, Tukums, Kuldīgas iela 70 - 52,3104,110603513,100016261,100003671,900201,,,,,,,,,,,,
40103786022,LV80ZZZ40103786022,"Sabiedrība ar ierobežotu atbildību ""PAKISTAN KEBAB""",Sabiedrība ar ierobežotu atbildību,PAKISTAN KEBAB,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,07/05/2014,20/09/2019,L,Rīga,,,,,,,,,,,,, Kalpaka bulvāris 12A,1010,104531315,0,100003003,10000,,,,,,,,,,,,,
59501012341,LV35ZZZ59501012341,"Cēsu rajona Raiskuma pagasta zemnieku saimniecība ""MEŽMALIEŠI""",Cēsu rajona Raiskuma pagasta zemnieku saimniecība,MEŽMALIEŠI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,05/06/1992,17/05/2017,L,Pārgaujas nov.,,,,,,,,,,,,, Raiskuma pag.," """"Mežmalieši"""""";4154;103849576;100016085;0;0427400;",,,,,,,,,,,,,,,,,
50008083271,LV25ZZZ50008083271,"""GAPYRING""",,GAPYRING,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,07/07/2004,, ,Daugavpils,,,,,,,,,,,,, Vienības iela 11 - 22,5401,116592872,0,100003011,50000,,,,,,,,,,,,,
50102029051,LV94ZZZ50102029051,"V.Ruitula individuālais uzņēmums ""VLADISLAVS""",V.Ruitula individuālais uzņēmums,VLADISLAVS,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,19/12/1994,, ,Ķekavas nov.,,,,,,,,,,,,, Ķekavas pag., Valdlauči," Jaunatnes iela 7 - 60;1076;117842810;100016470;0;"""";",,,,,,,,,,,,,,,,
40002047769,LV96ZZZ40002047769,"Podgornija daudznozaru individuālais uzņēmums ""PAKALNS PV""",Podgornija daudznozaru individuālais uzņēmums,PAKALNS PV,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,08/04/1996,, ,Ķekavas nov.,,,,,,,,,,,,, Ķekavas pag., Valdlauči," Jaunatnes iela 7 - 2;1076;117842232;100016470;0;"""";",,,,,,,,,,,,,,,,
44102024383,LV09ZZZ44102024383,"""OZOLIŅI ZL"" IK",,OZOLIŅI ZL,IK,0,K,Komercreģistrs,IK,Individuālais komersants,09/07/2004,, ,Siguldas nov.,,,,,,,,,,,,, Lēdurgas pag., Lode," """"Ozoliņi"""""";4012;102715277;100016768;0;0665600;",,,,,,,,,,,,,,,,
40103200138,LV91ZZZ40103200138,"SIA ""Drumlin Venture""",SIA,Drumlin Venture,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,07/11/2008,20/03/2020,L,Rīga,,,,,,,,,,,,, Ganību dambis 31,1005,101889258,0,100003003,10000,,,,,,,,,,,,,
57404002711,LV78ZZZ57404002711,"Zemnieku saimniecība ""KAKTIŅI""",Zemnieku saimniecība,KAKTIŅI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,06/05/1992,, ,Ogres nov.,,,,,,,,,,,,, Suntažu pag.," """"Kaktiņi"""""";"""";100013127;100016688;0;0748800;",,,,,,,,,,,,,,,,,
40203499425,LV68ZZZ40203499425,SIA VARSA,SIA,VARSA,,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,03/08/2023,, ,Bauskas nov.,,,,,,,,,,,,, Iecava," Zemgales iela 23;3913;102318784;100016575;100003784;"""";",,,,,,,,,,,,,,,,,
40002019534,,"Ogres Ī.Paegles skaistumkopšanas salons individuālais uzņēmums ""SALONS RUTTE""",Ogres Ī.Paegles skaistumkopšanas salons individuālais uzņēmums,SALONS RUTTE,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,16/06/1994,14/12/2013,L,Ogres nov.,,,,,,,,,,,,, Ogre, Rīgas iela 84,5001,101364545,100015356,100003470,740201,,,,,,,,,,,,
40102016587,LV94ZZZ40102016587,"A.Frīdberga individuālais uzņēmums - kultūras firma Rīga ""ART ANDR""",A.Frīdberga individuālais uzņēmums - kultūras firma Rīga,ART ANDR,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,19/11/1992,, ,Rīga,,,,,,,,,,,,," Ganību dambis 1;1045;101889040;0;100003003;"""";",,,,,,,,,,,,,,,,,,
40003428650,LV05ZZZ40003428650,"Sabiedrība ar ierobežotu atbildību ""VASSE""",Sabiedrība ar ierobežotu atbildību,VASSE,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,27/01/1999,, ,Limbažu nov.,,,,,,,,,,,,, Skultes pag., Skulte," Jūras iela 1;4025;106410068;100016606;0;"""";",,,,,,,,,,,,,,,,
40003483277,LV58ZZZ40003483277,"Sabiedrība ar ierobežotu atbildību ""VITMALS""",Sabiedrība ar ierobežotu atbildību,VITMALS,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,01/03/2000,, ,Rīga,,,,,,,,,,,,, Pulkveža Brieža iela 43 - 4,1045,117837183,0,100003003,10000,,,,,,,,,,,,,
40002162970,LV71ZZZ40002162970,IK Andrejs Zablockis,IK Andrejs Zablockis,,,0,K,Komercreģistrs,IK,Individuālais komersants,19/12/2011,, ,Rīga,,,,,,,,,,,,, Ulbrokas iela 5 - 30,1021,113296566,0,100003003,10000,,,,,,,,,,,,,
45403004448,,"Jēkabpils rajona Kūku pagasta pašvaldības uzņēmums ""DRIKSNA""",Jēkabpils rajona Kūku pagasta pašvaldības uzņēmums,DRIKSNA,,0,U,Uzņēmumu reģistra žurnāls,PSV,Pašvaldības uzņēmums,20/12/1994,03/06/2003,L,Jēkabpils rajons,,,,,,,,,,,,, Kūku pagasts," """"Kūkas"""""";5222;100011718;0;0;0567000;",,,,,,,,,,,,,,,,,
45403004683,,"Jēkabpils rajona sabiedrība ar ierobežotu atbildību ""J.Č.""",Jēkabpils rajona sabiedrība ar ierobežotu atbildību,J.Č.,,0,U,Uzņēmumu reģistra žurnāls,SIA,Sabiedrība ar ierobežotu atbildību,26/05/1995,19/05/2003,L,Jēkabpils rajons,,,,,,,,,,,,, Viesīte, Paula Stradiņa iela 12,5237,100357038,0,100003253,561615,,,,,,,,,,,,
45402011724,,J.Platovas IK,J.Platovas IK,,,0,K,Komercreģistrs,IK,Individuālais komersants,05/08/2002,18/07/2008,L,Jēkabpils,,,,,,,,,,,,, Meža iela 8-6,5201,110352263,0,100003237,560100,,,,,,,,,,,,,
40103349056,LV52ZZZ40103349056,"SIA ""TOOLPLAST""",SIA,TOOLPLAST,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,26/11/2010,14/06/2016,L,Ropažu nov.,,,,,,,,,,,,, Mucenieki," """"Saimnieki"""""";2137;103202236;100015444;0;0808400;",,,,,,,,,,,,,,,,,
40003512472,,"SIA ""BALTIC CHIP""",SIA,BALTIC CHIP,,0,U,Uzņēmumu reģistra žurnāls,SIA,Sabiedrība ar ierobežotu atbildību,05/10/2000,23/05/2008,L,Ogres rajons,,,,,,,,,,,,, Lielvārde, Raiņa iela 9b-23,5070,110396304,0,100003501,741413,,,,,,,,,,,,
54102038101,LV04ZZZ54102038101,"IK ""D.P.E.R.""",IK,D.P.E.R.,,0,K,Komercreģistrs,IK,Individuālais komersants,28/05/2018,04/08/2020,L,Valmiera,,,,,,,,,,,,, Sporta iela 47,4201,101178725,0,100003735,250000,,,,,,,,,,,,,
48502008198,LV15ZZZ48502008198,"IK ""ILZE STŪRE""",IK,ILZE STŪRE,,0,K,Komercreģistrs,IK,Individuālais komersants,13/07/2004,, ,Dobeles nov.,,,,,,,,,,,,, Dobele, Uzvaras iela 10B - 17,3701,110689394,100015813,100003198,460100,,,,,,,,,,,,
42102005079,LV29ZZZ42102005079,"Likvidējamā Baltgailes tirdzniecības firma ""PULKSTENIS""",Likvidējamā Baltgailes tirdzniecības firma,PULKSTENIS,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,01/11/1991,, ,Liepāja,,,,,,,,,,,,, Skolas iela 7/9,3401,100331005,0,100003044,170000,,,,,,,,,,,,,
44102038114,LV06ZZZ44102038114,IK Data Repair,IK,Data Repair,,1,K,Komercreģistrs,IK,Individuālais komersants,15/06/2018,04/01/2022,L,Smiltenes nov.,,,,,,,,,,,,, Grundzāles pag., Grundzāle," """"Dārziņi"""""";4713;103224036;100016237;0;0941658;",,,,,,,,,,,,,,,,
40002154460,LV48ZZZ40002154460,"IK ""JULIJ""",IK,JULIJ,,0,K,Komercreģistrs,IK,Individuālais komersants,16/04/2010,14/06/2016,L,Rīga,,,,,,,,,,,,, Dzirciema iela 67 - 21,1055,111655487,0,100003003,10000,,,,,,,,,,,,,
42102004938,LV53ZZZ42102004938,"SIA ""INTA-A""",SIA,INTA-A,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,23/10/1991,, ,Liepāja,,,,,,,,,,,,, Dzērves iela 15,3411,102403224,0,100003044,170000,,,,,,,,,,,,,
42102005473,LV61ZZZ42102005473,"Gavriļkova ražošanas komercfirma ""JUST""",Gavriļkova ražošanas komercfirma,JUST,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,23/11/1991,, ,Liepāja,,,,,,,,,,,,, Vānes iela 11 - 21,3405,116087498,0,100003044,170000,,,,,,,,,,,,,
40103448511,LV18ZZZ40103448511,"Sabiedrība ar ierobežotu atbildību ""Elfa Baltic""",Sabiedrība ar ierobežotu atbildību,Elfa Baltic,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,17/08/2011,14/01/2019,L,Rīga,,,,,,,,,,,,, Dzirciema iela 35 - 60,1083,111428734,0,100003003,10000,,,,,,,,,,,,,
40008083477,LV54ZZZ40008083477,"""BUDO-SADRAUDZĪBA""",,BUDO-SADRAUDZĪBA,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,16/07/2004,, ,Rīga,,,,,,,,,,,,, Kurzemes prospekts 164 - 39,1029,113018043,0,100003003,10000,,,,,,,,,,,,,
40002184126,LV92ZZZ40002184126,VITALIILOLUKASEVYCH IK,,VITALIILOLUKASEVYCH,IK,1,K,Komercreģistrs,IK,Individuālais komersants,09/01/2019,, ,Bauskas nov.,,,,,,,,,,,,, Iecava, Cēsnieku iela 37,3913,101601537,100016575,100003784,406400,,,,,,,,,,,,
40103308005,,"Sabiedrība ar ierobežotu atbildību ""Compex""",Sabiedrība ar ierobežotu atbildību,Compex,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,20/07/2010,14/12/2013,L,Rīga,,,,,,,,,,,,, Antonijas iela 7-1,1010,118704053,0,100003003,10000,,,,,,,,,,,,,
40103323004,LV12ZZZ40103323004,"Sabiedrība ar ierobežotu atbildību ""Europress""",Sabiedrība ar ierobežotu atbildību,Europress,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,16/09/2010,27/04/2017,L,Rīga,,,,,,,,,,,,, Lāčplēša iela 41A,1011,104982890,0,100003003,10000,,,,,,,,,,,,,
44103143950,LV04ZZZ44103143950,"Sabiedrība ar ierobežotu atbildību ""LABO BŪVE""",Sabiedrība ar ierobežotu atbildību,LABO BŪVE,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,30/03/2020,, ,Gulbenes nov.,,,,,,,,,,,,, Gulbene, O. Kalpaka iela 46 - 1,4401,115302155,100015854,100003212,500201,,,,,,,,,,,,
40008087286,,"""MĀJA 4""",,MĀJA 4,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,22/12/2004,14/12/2013,L,Rīga,,,,,,,,,,,,, Jēkabpils iela 4-25,1003,111234707,0,100003003,10000,,,,,,,,,,,,,
40002166262,LV39ZZZ40002166262,"IK ""SV VV""",IK,SV VV,,0,K,Komercreģistrs,IK,Individuālais komersants,20/11/2012,14/06/2016,L,Rīga,,,,,,,,,,,,, Kūdras iela 6 - 1,1083,113034837,0,100003003,10000,,,,,,,,,,,,,
40002132675,LV35ZZZ40002132675,"""Ozolzīles plus"" IK",,Ozolzīles plus,IK,0,K,Komercreģistrs,IK,Individuālais komersants,10/01/2008,06/10/2014,L,Rīga,,,,,,,,,,,,, Nometņu iela 64,1002,101124995,0,100003003,10000,,,,,,,,,,,,,
40002069287,LV43ZZZ40002069287,"IK ""TANITA""",IK,TANITA,,0,K,Komercreģistrs,IK,Individuālais komersants,04/12/1997,, ,Rīga,,,,,,,,,,,,, Gramzdas iela 17 - 56,1029,113931421,0,100003003,10000,,,,,,,,,,,,,
40008083551,LV93ZZZ40008083551,"FONDS ""Sakaru pasaule""",FONDS,Sakaru pasaule,,0,B,Biedrību un nodibinājumu reģistrs,NOD,Nodibinājums,20/07/2004,, ,Rīga,,,,,,,,,,,,, Meža iela 4A,1048,101950642,0,100003003,10000,,,,,,,,,,,,,
44103124860,LV73ZZZ44103124860,"SIA ""Delta rent""",SIA,Delta rent,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,06/08/2019,, ,Rīga,,,,,,,,,,,,," Ainavas iela 2 - 18;1084;112021384;0;100003003;"""";",,,,,,,,,,,,,,,,,,
40002043199,LV05ZZZ40002043199,"M.Strautmaņa individuālais daudznozaru uzņēmums ""MĀRIS""",M.Strautmaņa individuālais daudznozaru uzņēmums,MĀRIS,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,29/12/1995,, ,Rīga,,,,,,,,,,,,, Dzirnavu iela 17 - 3,1010,111536138,0,100003003,10000,,,,,,,,,,,,,
46102001302,LV75ZZZ46102001302,"Individuālais uzņēmums BEHMANIS-BERGMANIS ""JUPĪTERS""",Individuālais uzņēmums BEHMANIS-BERGMANIS,JUPĪTERS,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,23/03/1994,17/05/2017,L,Skrundas nov.,,,,,,,,,,,,, Skrunda, Lielā iela 10,3326,101480977,100016220,100003294,621009,,,,,,,,,,,,
44102007805,LV57ZZZ44102007805,"Z.Trauberga individuālais uzņēmums ""ZET""",Z.Trauberga individuālais uzņēmums,ZET,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,25/04/1994,17/05/2017,L,Priekuļu nov.,,,,,,,,,,,,, Priekuļu pag., Priekuļi, Selekcijas iela 18 - 17,4126,115642122,100016124,0,427200,,,,,,,,,,,
40103749755,LV74ZZZ40103749755,"Sabiedrība ar ierobežotu atbildību ""Aģentūra KPP""",Sabiedrība ar ierobežotu atbildību,Aģentūra KPP,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,20/01/2014,12/04/2017,L,Rīga,,,,,,,,,,,,, Krišjāņa Valdemāra iela 20 - 12,1010,118370663,0,100003003,10000,,,,,,,,,,,,,
40003727338,LV09ZZZ40003727338,"SIA ""IN VERSO""",SIA,IN VERSO,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,10/02/2005,17/05/2017,L,Rīga,,,,,,,,,,,,, Skolas iela 30 - 21,1010,113864315,0,100003003,10000,,,,,,,,,,,,,
47101012365,LV42ZZZ47101012365,"Sarkaņu pagasta I.Jansona zemnieku saimniecība ""VIDUS-MAČKRIEVIŅI""",Sarkaņu pagasta I.Jansona zemnieku saimniecība,VIDUS-MAČKRIEVIŅI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,12/07/1993,29/06/2017,L,Madonas nov.,,,,,,,,,,,,, Sarkaņu pag.," """"Vidus-Mačkrieviņi"""""";4870;100012945;100016003;0;0709000;",,,,,,,,,,,,,,,,,
49501005418,LV02ZZZ49501005418,"Raunas pagasta zemnieku saimniecība ""BĒNIŅI""",Raunas pagasta zemnieku saimniecība,BĒNIŅI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,05/03/1992,12/02/2015,L,Raunas nov.,,,,,,,,,,,,, Raunas pag.," """"Bēniņi"""""";4131;104307393;100015637;0;0427776;",,,,,,,,,,,,,,,,,
41502031472,,"IK ""ELRICON""",IK,ELRICON,,0,K,Komercreģistrs,IK,Individuālais komersants,18/02/2010,26/03/2012,L,Daugavpils,,,,,,,,,,,,, Imantas iela 23A-9,5401,116494266,0,100003011,50000,,,,,,,,,,,,,
40002105003,LV85ZZZ40002105003,"Individuālais komersants ""Vimiks""",Individuālais komersants,Vimiks,,0,K,Komercreģistrs,IK,Individuālais komersants,23/07/2004,, ,Rīga,,,,,,,,,,,,, Meldru iela 10 - 79,1015,112171532,0,100003003,10000,,,,,,,,,,,,,
44103054050,LV73ZZZ44103054050,"Sabiedrība ar ierobežotu atbildību ""BUROVS & CO""",Sabiedrība ar ierobežotu atbildību,BUROVS & CO,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,25/11/2008,12/04/2017,L,Valkas nov.,,,,,,,,,,,,, Valka, Blaumaņa iela 2A - 3,4701,118050845,100016286,100003696,940100,,,,,,,,,,,,
40203032015,LV50ZZZ40203032015,"Sabiedrība ar ierobežotu atbildību ""Aper""",Sabiedrība ar ierobežotu atbildību,Aper,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,14/11/2016,20/09/2019,L,Rīga,,,,,,,,,,,,, Tērbatas iela 93/95 - 4,1001,113753424,0,100003003,10000,,,,,,,,,,,,,
40103659907,,"Sabiedrība ar ierobežotu atbildību ""Grancos""",Sabiedrība ar ierobežotu atbildību,Grancos,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,15/04/2013,12/12/2013,L,Rīga,,,,,,,,,,,,, Miglas iela 19-5,1016,112812858,0,100003003,10000,,,,,,,,,,,,,
40002068582,LV66ZZZ40002068582,"N.Saljahovas individuālais uzņēmums Rīgas komercfirma ""ENKURS NS""",N.Saljahovas individuālais uzņēmums Rīgas komercfirma,ENKURS NS,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,06/11/1997,, ,Rīga,,,,,,,,,,,,, Augusta Deglava iela 57 - 10,1035,111935405,0,100003003,10000,,,,,,,,,,,,,
41202018051,,"IK ""Cets""",IK,Cets,,0,K,Komercreģistrs,IK,Individuālais komersants,14/01/2003,05/04/2007,L,Talsi,,,,,,,,,,,,, Rīgas iela 5-13,3200,114884984,0,100003630,880100,,,,,,,,,,,,,
43601004838,LV68ZZZ43601004838,"Jona Kelerta zemnieku saimniecība ""ROBEŽAS""",Jona Kelerta zemnieku saimniecība,ROBEŽAS,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,11/12/1991,03/12/2015,L,Bauskas nov.,,,,,,,,,,,,, Codes pag.," """"Robežas"""""";"""";100010572;100015758;0;0405200;",,,,,,,,,,,,,,,,,
40008056074,LV19ZZZ40008056074,"Latvijas ""LASER"" klases asociācija","Latvijas ""LASER"" klases asociācija",,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,11/12/2000,, ,Rīga,,,,,,,,,,,,, Bākas iela 19 - 30,1030,112012664,0,100003003,10000,,,,,,,,,,,,,
44103096618,LV90ZZZ44103096618,"Sabiedrība ar ierobežotu atbildību ""KOCĒNU KOMUNĀLĀ SAIMNIECĪBA""",Sabiedrība ar ierobežotu atbildību,KOCĒNU KOMUNĀLĀ SAIMNIECĪBA,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,04/11/2014,, ,Valmieras nov.,,,,,,,,,,,,, Kocēnu pag., Kocēni, Alejas iela 8,4220,101182573,100016647,0,960264,,,,,,,,,,,
44103083473,LV82ZZZ44103083473,"Sabiedrība ar ierobežotu atbildību ""AROMA SPA""",Sabiedrība ar ierobežotu atbildību,AROMA SPA,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,04/02/2013,, ,Valmieras nov.,,,,,,,,,,,,, Trikātas pag., Trikāta," """"Aizsili"""""";4731;105248031;100016647;0;"""";",,,,,,,,,,,,,,,,
42103109806,LV94ZZZ42103109806,"SIA ""MDI Finance""",SIA,MDI Finance,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,18/05/2020,, ,Rīga,,,,,,,,,,,,," Mednieku iela 4A;1010;101949117;0;100003003;"""";",,,,,,,,,,,,,,,,,,
43603048470,LV66ZZZ43603048470,"Dzīvokļu īpašnieku kooperatīvā sabiedrība ""Lāči 42""",Dzīvokļu īpašnieku kooperatīvā sabiedrība,Lāči 42,,0,U,Uzņēmumu reģistra žurnāls,KB,Kooperatīvā sabiedrība,21/07/2011,, ,Jelgava,,,,,,,,,,,,, Lāču iela 42 - 2,3001,110029221,0,100003028,90000,,,,,,,,,,,,,
40003926298,LV46ZZZ40003926298,"SIA ""Sevra""",SIA,Sevra,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,25/05/2007,17/05/2017,L,Rīga,,,,,,,,,,,,, Auces iela 1 - 4,1048,111945297,0,100003003,10000,,,,,,,,,,,,,
40003844470,LV33ZZZ40003844470,"Sabiedrība ar ierobežotu atbildību ""Explorer""",Sabiedrība ar ierobežotu atbildību,Explorer,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,28/07/2006,27/04/2017,L,Rīga,,,,,,,,,,,,, Citadeles iela 2,1010,101824097,0,100003003,10000,,,,,,,,,,,,,
40003551662,,"SIA ""FOOD""",SIA,FOOD,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,26/06/2001,14/12/2013,L,Rīga,,,,,,,,,,,,, 13. janvāra iela 33,1050,101108394,0,100003003,10000,,,,,,,,,,,,,
40008221727,LV58ZZZ40008221727,"""SAULES REPUBLIKA""",,SAULES REPUBLIKA,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,10/03/2014,, ,Saulkrastu nov.,,,,,,,,,,,,, Saulkrasti, Ainažu iela 23 k-4 - 3,2160,118749032,100015620,100003583,801413,,,,,,,,,,,,
40103326049,,"Sabiedrība ar ierobežotu atbildību ""Ingunas Koknēvičas Konsultācijas""",Sabiedrība ar ierobežotu atbildību,Ingunas Koknēvičas Konsultācijas,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,27/09/2010,12/12/2013,L,Rīga,,,,,,,,,,,,, Caunes iela 8-1,1006,118355642,0,100003003,10000,,,,,,,,,,,,,
40103297229,,"Sabiedrība ar ierobežotu atbildību ""A.I.R. rest""",Sabiedrība ar ierobežotu atbildību,A.I.R. rest,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,03/06/2010,12/12/2013,L,Mārupes nov.,,,,,,,,,,,,, Mārupe, Daugavas iela 1/1A,2167,105940340,100016028,0,807600,,,,,,,,,,,,
44102010311,LV04ZZZ44102010311,I.Kalniņas individuālais uzņēmums,I.Kalniņas individuālais uzņēmums,,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,27/09/1994,14/09/2015,L,Līgatnes nov.,,,,,,,,,,,,, Līgatnes pag., Augšlīgatne, Ziedu iela 2A,4108,102301945,100015967,0,426200,,,,,,,,,,,
44101006249,LV21ZZZ44101006249,"Valmieras rajona Kocēnu pagasta zemnieku saimniecība ""BRĒMELES""",Valmieras rajona Kocēnu pagasta zemnieku saimniecība,BRĒMELES,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,01/07/1992,14/09/2015,L,Kocēnu nov.,,,,,,,,,,,,, Kocēnu pag.," """"Brēmeles"""""";4220;100014530;100016294;0;0966400;",,,,,,,,,,,,,,,,,
44102038129,LV86ZZZ44102038129,IK ETMS,IK,ETMS,,1,K,Komercreģistrs,IK,Individuālais komersants,15/06/2018,, ,Cēsu nov.,,,,,,,,,,,,, Drabešu pag., Līvi," """"Ūbeles"""" - 1"";4101;117146100;100016487;0;0424746;",,,,,,,,,,,,,,,,
50002128351,LV30ZZZ50002128351,"IK ""Amarana Design""",IK,Amarana Design,,0,K,Komercreģistrs,IK,Individuālais komersants,07/06/2007,, ,Rīga,,,,,,,,,,,,, Putnu iela 27 - 1,1058,113450550,0,100003003,10000,,,,,,,,,,,,,
